x,y,z
83,-240,-1022
66,-87,-739
54,134,-810
-17,488,-936
48,439,-1192
-33,93,-1210
-150,-183,-1266
-56,-337,-1157
66,-318,-1065
72,-91,-724
35,97,-745
-7,429,-903
0,361,-1175
-31,1,-1194
-183,-199,-1253
-44,-363,-1159
27,-316,-1083
89,-265,-798
11,134,-755
17,394,-864
-21,437,-1169
7,-23,-1223
-228,-245,-1237
0,-480,-1175
-29,-363,-1124
154,-341,-808
19,52,-720
101,257,-835
-58,472,-1136
52,0,-1235
-230,-208,-1237
3,-499,-1171
-64,-464,-1139
124,-534,-835
-7,-177,-765
85,-17,-853
-64,228,-1122
64,-195,-1280
-226,-337,-1245
33,-560,-1194
-52,-484,-1153
128,-437,-868
1,-179,-720
33,105,-798
-56,355,-1044
-21,-27,-1231
-228,-304,-1145
-70,-648,-1192
-119,-642,-1077
101,-667,-901
-11,-378,-704
54,-138,-778
-19,107,-1034
54,-78,-1260
-111,-306,-1210
-3,-564,-1233
-97,-538,-1116
138,-562,-936
-25,-255,-692
46,-128,-771
-105,150,-989
29,-97,-1216
-148,-341,-1208
-31,-591,-1231
-103,-603,-1116
189,-646,-1005
44,-407,-749
130,-142,-829
5,224,-989
78,103,-1247
-44,-230,-1237
-87,-528,-1280
-60,-589,-1112
115,-530,-1001
64,-337,-704
46,-93,-788
-5,179,-923
39,119,-1200
-9,-204,-1192
-121,-431,-1245
-25,-554,-1130
103,-464,-1073
146,-281,-735
64,3,-790
19,255,-886
29,185,-1200
1,-154,-1227
-171,-378,-1235
-29,-552,-1136
17,-462,-1081
140,-384,-759
13,-40,-786
17,183,-899
-23,222,-1229
-17,-62,-1249
-210,-273,-1274
-40,-458,-1198
-39,-394,-1120
72,-320,-802
-29,62,-751
-17,257,-835
-105,400,-1173
-17,21,-1227
-275,-204,-1221
-19,-402,-1136
-124,-413,-1104
93,-361,-839
-99,-80,-755
21,109,-815
-134,314,-1134
7,-70,-1220
-240,-206,-1188
3,-448,-1173
-117,-347,-1102
158,-359,-829
-48,-46,-700
78,173,-776
-128,361,-1087
29,-9,-1212
-216,-267,-1192
-15,-575,-1208
-130,-470,-1136
169,-528,-935
-9,-162,-747
99,15,-827
-81,298,-1048
70,44,-1245
-167,-240,-1253
9,-548,-1268
-99,-517,-1138
175,-528,-946
-15,-138,-718
101,3,-802
-109,294,-1024
46,-46,-1212
-165,-329,-1212
-70,-581,-1237
-122,-568,-1128
144,-558,-983
3,-304,-687
119,-80,-780
-56,284,-952
64,40,-1188
-64,-232,-1204
-117,-579,-1257
-93,-663,-1149
117,-671,-1036
39,-497,-749
91,-160,-794
-44,39,-936
48,-60,-1229
-21,-314,-1223
-148,-550,-1266
-17,-618,-1104
78,-651,-1048
122,-470,-730
74,-152,-788
-13,142,-895
27,19,-1180
-1,-370,-1231
-187,-657,-1276
-52,-802,-1177
64,-692,-1093
134,-519,-782
48,-124,-767
25,40,-872
-1,142,-1206
15,-208,-1206
-218,-495,-1245
-25,-718,-1122
-40,-616,-1085
160,-505,-772
-87,-197,-749
35,-64,-837
-83,126,-1196
-11,-249,-1136
-197,-240,-1225
5,-644,-1223
-134,-517,-1018
271,-503,-827
-169,-11,-737
193,-35,-802
-226,87,-1100
109,-183,-1196
-300,-355,-1259
70,-659,-1138
-160,-417,-1063
257,-495,-827
-111,-179,-755
185,-107,-815
-162,214,-1138
117,-11,-1255
-208,-267,-1276
21,-569,-1180
-68,-482,-1114
126,-528,-950
-5,-206,-749
89,11,-806
-68,324,-1057
74,44,-1255
-193,-242,-1235
23,-468,-1221
-121,-431,-1143
183,-519,-993
-48,-136,-749
142,27,-823
-117,368,-1067
87,27,-1218
-208,-206,-1165
-35,-429,-1188
-193,-363,-1161
146,-411,-970
-70,-206,-679
85,-95,-753
-124,279,-981
44,76,-1210
-142,-146,-1208
-111,-409,-1255
-111,-448,-1132
93,-488,-987
0,-304,-749
54,-37,-821
-91,218,-936
33,80,-1177
-105,-263,-1208
-179,-409,-1282
-101,-429,-1145
48,-493,-1071
46,-400,-726
21,-169,-812
-39,163,-940
3,199,-1239
-40,-152,-1235
-208,-437,-1268
-83,-573,-1145
-7,-552,-1081
85,-370,-757
-11,-132,-790
-23,105,-868
-33,48,-1180
-29,-261,-1198
-206,-447,-1243
-33,-544,-1132
-19,-478,-1102
136,-476,-800
-23,-175,-759
39,-11,-813
-44,173,-1173
15,-163,-1212
-220,-452,-1231
27,-663,-1122
-56,-579,-1104
238,-540,-806
-9,-257,-737
158,-87,-786
-27,109,-1126
130,-195,-1206
-169,-437,-1235
70,-681,-1161
-27,-614,-1147
244,-626,-862
-15,-306,-751
169,-201,-790
-54,83,-1104
91,-230,-1221
-171,-466,-1235
60,-689,-1177
-101,-597,-1143
230,-595,-935
-54,-314,-774
126,-144,-798
-91,154,-1089
72,-115,-1235
-214,-355,-1257
-1,-667,-1220
-152,-564,-1114
167,-624,-950
-83,-353,-732
107,-177,-763
-130,173,-995
52,3,-1208
-195,-263,-1208
-74,-605,-1196
-156,-515,-1114
150,-560,-983
-39,-283,-716
91,-128,-771
-113,165,-968
50,46,-1196
-144,-253,-1216
-111,-527,-1212
-122,-542,-1106
101,-573,-1015
0,-318,-722
56,-85,-802
-81,234,-944
44,142,-1223
-80,-204,-1229
-132,-476,-1259
-87,-464,-1147
85,-454,-1083
54,-259,-763
46,-66,-804
-50,160,-907
33,177,-1198
-40,-165,-1212
-181,-392,-1259
-66,-489,-1139
39,-491,-1102
97,-355,-755
15,-107,-788
-11,187,-858
7,259,-1190
-9,-124,-1200
-218,-388,-1233
-54,-538,-1149
-9,-478,-1110
128,-368,-771
-27,-119,-778
27,87,-825
-37,251,-1159
-1,-121,-1212
-220,-337,-1235
-1,-560,-1155
-66,-523,-1163
175,-417,-835
-44,-121,-751
66,44,-804
-85,247,-1171
27,-134,-1229
-224,-347,-1259
3,-599,-1159
-91,-525,-1132
167,-478,-853
-62,-169,-767
87,-9,-798
-103,253,-1116
48,-99,-1223
-228,-255,-1227
25,-579,-1196
-122,-509,-1151
183,-521,-888
-58,-230,-737
111,-109,-786
-101,224,-1079
72,-113,-1216
-189,-320,-1216
23,-626,-1184
-119,-527,-1138
179,-593,-929
-64,-337,-718
136,-162,-796
-115,187,-1032
85,-91,-1200
-160,-351,-1225
-3,-646,-1220
-113,-542,-1114
160,-624,-956
-17,-365,-712
130,-216,-782
-83,132,-989
85,-80,-1208
-124,-384,-1206
-56,-696,-1235
-97,-634,-1132
142,-642,-1022
17,-413,-739
121,-242,-788
-68,121,-950
80,13,-1227
-99,-296,-1231
-132,-591,-1249
-89,-630,-1126
91,-626,-1063
42,-443,-743
42,-222,-812
-54,95,-907
29,37,-1227
-66,-290,-1220
-165,-542,-1278
-68,-626,-1134
31,-610,-1085
117,-445,-761
1,-134,-790
-19,132,-860
-5,162,-1202
-54,-206,-1202
-201,-470,-1235
-46,-587,-1110
-15,-527,-1093
142,-472,-772
-46,-165,-767
27,64,-815
-37,212,-1175
9,-163,-1196
-218,-396,-1249
0,-571,-1134
-19,-484,-1110
214,-402,-790
138,76,-804
29,277,-1159
105,-152,-1198
-103,-343,-1233
109,-534,-1161
1,-450,-1155
255,-476,-868
-58,-144,-782
365,97,-825
-17,474,-1130
230,29,-1231
618,-363,-1204
312,-435,-1155
1143,-443,-987
940,-665,-1079
1112,-296,-794
1278,173,-646
849,419,-1300
1419,-265,-1169
681,1,-1298
1221,-499,-1112
650,-298,-1235
1452,-571,-892
673,-132,-765
1344,150,-556
519,581,-1011
1288,54,-1089
648,-251,-1161
952,-474,-1063
591,-173,-1059
1282,-493,-1001
847,-87,-728
972,109,-786
784,534,-1056
1032,70,-1362
882,-95,-1259
823,-240,-1292
989,-284,-1241
1333,-394,-1087
1182,-210,-712
1204,64,-722
1067,515,-970
1395,191,-1342
1225,-60,-1307
1192,-255,-1177
1249,-234,-1138
1690,-484,-1083
1454,-261,-798
1426,117,-747
1200,573,-952
1495,201,-1288
1145,-39,-1257
1059,-296,-1095
948,-300,-1036
1383,-579,-1011
1233,-333,-700
1190,132,-675
1087,452,-839
1337,183,-1251
1317,-167,-1112
999,-347,-1126
1229,-409,-1132
1288,-417,-1292
1262,-220,-849
1175,-40,-778
1147,251,-895
1342,249,-1188
1198,-81,-1257
999,-199,-1175
1200,-343,-1149
1339,-503,-1255
1337,-351,-823
1296,-105,-677
1159,390,-778
1469,70,-1157
1151,64,-1352
1245,-37,-1108
976,-261,-1157
1448,-694,-1255
1469,-657,-862
1268,29,-632
1446,234,-640
1196,386,-1188
1536,-162,-1180
1022,-103,-1233
1323,-324,-1085
1301,-603,-1159
1551,-521,-866
1091,39,-579
1446,257,-640
1245,427,-1200
1622,-310,-1395
1011,-56,-1182
1383,-214,-1022
1270,-530,-1182
1885,-741,-899
1337,9,-687
1436,431,-685
1106,298,-1231
1581,-99,-1442
1114,-60,-1243
1186,-275,-1184
1464,-325,-1059
1264,-347,-1032
1706,-374,-636
1237,310,-886
1704,413,-1054
985,103,-1311
1545,-185,-911
1175,-419,-1247
1585,-642,-1157
1198,-1,-995
1540,193,-702
1233,126,-829
1553,144,-1065
1444,1,-1239
1077,-140,-1075
1354,-187,-1104
1442,-300,-1292
1672,-605,-1032
1239,-9,-628
1518,314,-661
1305,46,-989
1688,212,-1288
1093,-29,-1253
1245,-78,-1141
1052,-136,-1179
1723,-396,-1136
1173,-150,-813
1218,-33,-665
1184,349,-925
1448,163,-1354
999,160,-1065
1300,-232,-1218
938,-320,-1198
1503,-386,-1024
1594,-269,-812
1167,206,-788
1579,454,-829
1510,351,-1370
1450,-91,-1180
1186,-50,-1212
1438,-386,-1163
1307,-603,-1141
1401,-23,-769
1241,46,-732
1015,281,-786
1268,314,-1108
1089,126,-1169
819,183,-1038
1354,-585,-995
1194,-378,-1259
1050,27,-601
815,-39,-655
1161,204,-979
1116,265,-1245
630,-35,-1241
462,113,-1016
929,-296,-1221
675,-407,-1262
724,-267,-847
704,56,-776
595,269,-692
593,376,-960
474,-25,-1350
419,-181,-1196
392,288,-1159
333,-228,-1186
620,-292,-866
197,7,-700
597,222,-780
281,327,-1229
335,-78,-1286
218,117,-1132
240,-113,-1208
199,-355,-1130
507,-230,-835
193,142,-704
488,-101,-813
74,406,-1186
298,3,-1126
91,251,-1116
156,-169,-1186
304,-312,-1235
257,-163,-1009
144,33,-665
187,124,-730
-11,325,-981
296,121,-1196
-181,249,-1190
56,-201,-1179
-9,-306,-1075
74,-244,-872
185,-97,-665
-9,290,-819
17,320,-983
-35,162,-1282
7,27,-1015
142,-187,-1243
19,-1,-1145
357,-119,-1141
124,-109,-648
204,-19,-788
204,76,-983
-27,314,-1237
310,294,-1120
-165,-58,-1210
177,-325,-1048
158,-216,-1061
144,142,-831
343,-29,-800
21,325,-923
111,265,-1108
154,-156,-1171
11,54,-1177
191,-136,-1098
103,-177,-1165
220,-162,-737
27,91,-710
242,314,-800
99,224,-1301
93,109,-1266
-171,-42,-1124
64,-169,-1077
206,-212,-1149
183,54,-868
119,-80,-720
70,56,-866
58,105,-1188
-66,50,-1212
21,9,-1171
52,46,-1067
-54,-103,-1095
249,-413,-999
15,58,-732
-13,267,-657
27,376,-1126
74,-70,-1311
-263,95,-1155
56,-87,-985
-74,42,-1126
185,-554,-853
-111,17,-712
257,50,-823
-234,396,-1079
150,89,-1143
-83,-81,-1235
19,148,-1124
78,-142,-1128
66,-91,-940
-25,-52,-739
25,68,-757
-56,103,-1026
27,189,-1151
-240,103,-1163
0,-144,-1167
-17,52,-1124
117,-251,-1007
-37,115,-774
39,50,-722
-37,333,-991
58,72,-1229
-179,142,-1251
62,25,-1223
-29,183,-1063
216,-476,-970
-91,-93,-841
31,-119,-759
54,452,-866
91,64,-1237
-27,242,-1278
113,226,-1235
-99,163,-1075
185,-173,-901
37,-173,-938
253,-29,-804
-44,187,-854
132,107,-1089
-128,107,-1270
1,-23,-1202
-40,52,-1087
206,-284,-1030
-183,27,-802
160,-44,-763
-17,411,-911
101,212,-1087
113,-44,-1307
-152,204,-1179
-50,-132,-1106
226,-62,-1108
60,-197,-868
23,-35,-733
-42,56,-849
7,29,-1093
-91,329,-1194
-62,50,-1292
-46,-64,-1095
25,206,-976
0,-148,-890
70,-156,-864
-1,-37,-800
-154,331,-958
89,-62,-1290
-236,78,-1311
-42,-101,-1091
9,247,-1050
160,-144,-962
-54,-56,-761
-111,-310,-700
-103,128,-1067
122,130,-1235
-148,154,-1251
199,158,-1218
-206,-103,-1147
206,-154,-958
46,-158,-706
-74,109,-706
-15,-74,-962
40,355,-1290
-52,85,-1196
76,242,-1157
58,-400,-1048
48,-83,-1046
121,-50,-595
-224,-78,-757
23,251,-950
91,48,-1301
5,255,-1237
17,-113,-1132
-29,-105,-1233
257,-39,-931
11,-109,-687
171,-52,-687
-175,122,-1046
25,56,-1110
-230,240,-1198
54,-126,-1179
-124,257,-1200
183,-136,-970
-1,68,-716
183,-263,-706
-156,66,-917
74,97,-1179
-101,242,-1350
-39,366,-1214
-29,-56,-1157
187,-265,-1057
-70,29,-751
-83,33,-528
13,-62,-979
-3,103,-1305
-113,68,-1225
37,212,-1208
40,-9,-1202
68,27,-1069
58,-201,-739
-113,-156,-673
17,253,-851
1,-35,-1159
-68,265,-1305
9,204,-1259
-97,144,-1169
54,-97,-976
0,-173,-737
72,-124,-687
-193,54,-995
-146,95,-1182
17,224,-1194
-85,318,-1186
19,136,-1098
54,-126,-1044
-3,-245,-780
162,-189,-712
-54,183,-815
-52,119,-1155
-7,128,-1237
19,244,-1151
-54,210,-1132
138,-128,-1007
-54,-378,-948
70,27,-745
-163,-5,-751
40,126,-1059
-35,58,-1216
-42,331,-1153
17,310,-1220
-7,-17,-1141
144,-304,-880
-27,-191,-638
64,46,-724
-35,347,-1091
-37,-175,-1206
50,197,-1214
-171,25,-1180
-19,171,-1120
179,-199,-923
27,-312,-716
107,97,-687
-62,-7,-1102
-40,327,-1300
-3,148,-1251
-29,27,-1225
163,144,-1177
74,-271,-940
210,-156,-601
-54,3,-679
-152,70,-1015
-37,-105,-1253
-5,341,-1245
-95,204,-1124
-9,113,-1134
-9,-257,-979
175,-11,-722
-23,-81,-788
-9,-58,-981
-13,62,-1175
-74,163,-1220
103,146,-1165
-54,242,-1143
39,121,-1073
11,-454,-712
-122,-87,-593
189,171,-833
-175,-185,-1241
-39,175,-1177
13,322,-1262
-101,121,-1272
171,15,-1038
-62,-183,-810
27,-31,-669
-52,-265,-845
-19,97,-1186
-105,218,-1266
-13,245,-1180
-72,314,-1128
158,-236,-1143
-3,-171,-782
-62,-286,-509
-27,105,-759
42,173,-1180
27,56,-1362
-44,413,-1220
37,216,-1136
228,-144,-1266
35,-286,-788
-42,-163,-577
-54,-187,-745
33,107,-1030
-7,99,-1362
-304,218,-1253
-15,257,-1175
177,62,-1079
89,-9,-769
-33,-232,-620
81,-70,-776
-40,52,-1112
-95,128,-1266
99,62,-1276
46,144,-1173
124,163,-1126
46,-93,-895
181,-251,-636
-199,-74,-692
-42,-91,-1034
29,122,-1290
-33,370,-1239
-121,322,-1173
44,-60,-1112
33,-185,-1003
99,-76,-638
-89,-185,-724
-42,-50,-968
-128,93,-1196
93,212,-1280
-115,322,-1138
21,242,-1147
138,-265,-1059
-5,-185,-708
-150,-89,-609
1,3,-833
50,-142,-1292
-72,234,-1266
-130,390,-1245
74,234,-1206
173,-33,-1052
58,-150,-675
-107,-119,-646
46,-136,-999
-162,56,-1138
58,27,-1184
-111,347,-1280
85,335,-1247
146,-33,-1095
-44,-298,-653
-76,-171,-636
-54,-42,-833
-9,33,-1157
40,230,-1325
37,228,-1319
9,366,-1212
64,-314,-1015
58,-148,-813
37,-113,-587
-74,-80,-784
66,-9,-1225
-224,242,-1175
-50,331,-1214
21,142,-1282
128,115,-1057
27,-163,-767
-42,-327,-638
17,-56,-919
-15,-78,-1104
37,138,-1300
-136,148,-1212
-62,345,-1206
179,109,-1126
72,-85,-899
-33,-208,-661
-109,-140,-651
19,-54,-1093
-99,15,-1206
-193,230,-1126
183,439,-1243
138,64,-1376
85,-257,-794
-179,-54,-519
154,-218,-796
93,-115,-1059
35,3,-1128
3,429,-1257
-171,148,-1323
148,113,-1139
165,-62,-868
37,-105,-700
-105,-380,-675
-138,95,-862
-40,-33,-1188
-11,300,-1337
11,454,-1319
134,204,-1311
83,-257,-897
31,-136,-607
-21,-117,-568
50,-124,-868
54,-31,-1266
-115,85,-1335
-277,575,-1231
179,150,-1179
122,-31,-1093
-68,-238,-650
-74,-167,-474
-58,-187,-899
27,-31,-1253
-148,452,-1284
52,91,-1327
85,70,-1309
117,62,-1126
5,50,-630
-72,-355,-523
-80,-138,-884
-64,-39,-1202
-113,339,-1251
-150,277,-1331
-103,203,-1331
-89,-74,-952
-179,70,-642
-95,-263,-675
-212,-144,-839
-322,19,-1024
-208,64,-1280
-148,413,-1440
-261,316,-1278
-17,-80,-1063
-220,-240,-804
-396,-78,-640
-769,48,-634
-507,-314,-1134
-1089,109,-1407
-847,476,-1141
-1676,433,-1407
-782,222,-1194
-1342,-357,-1011
-1444,-23,-493
-1811,124,-458
-1167,31,-991
-1005,-148,-1241
-1752,234,-1305
-1225,726,-1134
-1036,107,-1438
-913,-163,-979
-1534,-5,-761
-905,-138,-710
-1321,-91,-1044
-911,165,-1200
-1337,663,-1503
-909,23,-1227
-995,17,-1284
-716,58,-813
-1171,64,-708
-759,-614,-400
-1286,173,-657
-653,298,-1253
-1118,694,-1499
-1061,-296,-1284
-921,187,-1173
-1083,-76,-1087
-1046,353,-644
-1479,-265,-468
-1391,-437,-823
-1036,-310,-1118
-1586,1190,-1165
-1159,242,-1206
-1469,-175,-1354
-1167,-56,-1112
-1411,488,-692
-1378,-5,-527
-1247,-634,-841
-1245,-80,-1411
-1413,938,-1424
-1061,177,-1284
-1124,234,-1356
-1009,-78,-1141
-1118,402,-810
-1243,-374,-337
-1440,-320,-735
-1138,191,-1255
-1272,698,-1325
-1311,372,-1344
-1257,17,-1301
-950,-29,-1180
-1323,407,-854
-1311,-310,-378
-1268,-452,-577
-876,-187,-1231
-1413,917,-1346
-1286,121,-1108
-1151,39,-1182
-886,103,-1292
-1307,189,-810
-1610,-175,-439
-1307,-491,-786
-1186,13,-1294
-1491,771,-1323
-1643,378,-1337
-1372,-109,-1372
-1100,97,-1262
-1350,489,-890
-1608,-411,-534
-1524,-454,-527
-1212,113,-1073
-1309,765,-1506
-1421,247,-1301
-1600,40,-1204
-1059,119,-1387
-1294,445,-1153
-1569,-228,-456
-1780,-575,-468
-1204,-89,-1118
-1464,651,-1456
-1409,302,-1184
-1676,5,-1147
-888,80,-1284
-1241,665,-1048
-1456,-242,-363
-1495,-607,-443
-1110,-134,-1057
-1448,792,-1397
-1393,74,-1251
-1368,284,-1325
-1018,-58,-1503
-1237,659,-1097
-1362,-230,-404
-1446,-470,-363
-1155,-480,-1069
-1401,771,-1272
-1382,460,-1206
-1458,128,-1272
-977,-124,-1399
-1231,595,-1249
-1346,29,-484
-1624,-675,-460
-1198,-216,-962
-1442,620,-1391
-1383,363,-1192
-1614,-46,-1294
-1097,177,-1495
-1237,650,-1192
-1399,-87,-368
-1512,-724,-351
-1200,-42,-890
-1300,509,-1255
-1450,253,-1184
-1475,-122,-1382
-1095,407,-1553
-1114,632,-1243
-1434,-91,-614
-1454,-749,-452
-1165,-35,-813
-1257,624,-1239
-1446,191,-1184
-1464,-74,-1313
-966,222,-1424
-1221,763,-1325
-1444,-199,-599
-1542,-696,-452
-1163,-76,-812
-1288,603,-1282
-1471,331,-1216
-1335,-138,-1382
-931,327,-1495
-864,568,-1300
-1124,25,-618
-1091,-747,-404
-954,-78,-706
-866,368,-1087
-1016,273,-1227
-938,-173,-1372
-800,407,-1559
-663,564,-1385
-905,-9,-737
-843,-538,-435
-724,-259,-708
-708,277,-1077
-769,201,-1134
-655,58,-1305
-404,257,-1460
-298,372,-1294
-417,19,-739
-425,-435,-530
-415,-324,-659
-333,173,-995
-355,163,-1229
-273,144,-1448
-228,259,-1538
-148,337,-1319
-232,-21,-835
-234,-347,-532
-265,-361,-579
-240,101,-884
-257,171,-1169
-195,119,-1348
-136,247,-1471
-7,253,-1329
-68,169,-936
-81,-294,-607
-189,-310,-593
-138,-29,-853
-130,199,-1182
-115,148,-1399
-119,183,-1456
-40,259,-1305
-29,97,-950
-109,-236,-599
-203,-292,-511
-197,-46,-784
-130,-11,-1159
-160,244,-1395
-99,240,-1501
-37,296,-1366
9,-5,-1059
-113,-154,-651
-167,-240,-515
-245,-107,-716
-122,-23,-1147
-173,173,-1362
-167,388,-1393
-54,261,-1360
3,5,-1097
-78,-181,-677
-199,-203,-503
-220,-136,-720
-126,-19,-1134
-124,163,-1389
-146,345,-1442
-46,331,-1391
19,-9,-1151
-68,-119,-708
-175,-257,-468
-244,-119,-642
-150,-85,-1056
-140,165,-1319
-138,374,-1417
-44,322,-1405
37,52,-1198
-7,-101,-776
-109,-214,-521
-160,-160,-634
-66,-76,-1034
-78,162,-1331
-60,320,-1430
-25,384,-1413
60,50,-1220
-5,-97,-778
-119,-193,-493
-138,-179,-597
-72,-76,-1015
-37,117,-1315
-54,304,-1442
3,365,-1424
93,87,-1266
46,-66,-837
-39,-208,-515
-76,-148,-591
-27,-124,-989
-35,95,-1294
-31,271,-1409
15,370,-1401
119,115,-1278
70,-64,-851
-7,-218,-534
-48,-177,-573
-3,-134,-952
37,46,-1255
37,240,-1421
70,380,-1434
226,113,-1276
240,-50,-890
101,-206,-581
37,-230,-542
52,-144,-895
72,35,-1251
48,214,-1389
39,417,-1411
122,150,-1315
115,-40,-948
11,-206,-587
-60,-185,-513
-50,-177,-829
-62,-19,-1159
-64,212,-1344
-60,390,-1421
19,214,-1329
25,-50,-999
-44,-183,-622
-105,-193,-536
-134,-154,-802
-58,-35,-1163
-66,214,-1378
-39,402,-1440
35,212,-1362
46,-5,-1071
-5,-173,-661
-111,-171,-495
-126,-162,-749
-76,-68,-1126
-87,199,-1356
-74,378,-1428
33,286,-1376
60,-15,-1110
7,-130,-689
-81,-240,-515
-117,-154,-712
-33,-74,-1116
-54,201,-1342
-31,333,-1419
42,298,-1378
91,33,-1155
40,-113,-739
-35,-226,-544
-109,-150,-677
-17,-87,-1083
1,191,-1335
-25,308,-1424
56,331,-1391
101,74,-1200
50,-97,-798
-19,-218,-554
-91,-142,-663
-31,-68,-1032
-25,132,-1311
-19,302,-1409
37,382,-1376
119,103,-1227
54,-93,-831
0,-210,-560
-80,-191,-622
-13,-99,-989
-5,109,-1300
-21,269,-1399
17,372,-1382
113,121,-1245
91,-95,-884
-3,-201,-558
-70,-165,-554
-19,-130,-940
-9,76,-1268
-37,253,-1382
-17,382,-1380
66,124,-1292
56,-37,-923
-3,-193,-597
-85,-195,-583
-9,-136,-923
-5,35,-1231
-37,244,-1368
-21,365,-1385
81,134,-1317
80,-46,-958
-1,-193,-599
-68,-204,-550
-39,-136,-864
-17,-15,-1190
-37,236,-1350
-29,378,-1380
74,201,-1319
85,-46,-1024
11,-173,-667
-54,-199,-538
-52,-158,-808
-7,-33,-1159
-11,204,-1339
-27,390,-1395
74,206,-1352
95,0,-1056
37,-173,-671
-25,-177,-527
-25,-158,-780
9,-89,-1134
5,201,-1317
-7,376,-1383
70,255,-1362
111,-9,-1116
46,-122,-728
-19,-197,-554
-58,-142,-726
-1,-87,-1087
3,181,-1325
-15,345,-1413
64,292,-1383
101,33,-1157
64,-124,-759
-25,-187,-548
-58,-150,-702
-15,-117,-1061
-17,173,-1292
-37,320,-1403
46,327,-1385
93,42,-1190
40,-113,-790
-23,-171,-554
-83,-160,-667
-35,-93,-1015
-19,144,-1286
-54,288,-1411
11,355,-1387
76,76,-1218
52,-83,-858
-40,-228,-583
-97,-140,-638
-31,-111,-989
-15,95,-1262
-64,290,-1366
9,355,-1407
74,78,-1249
39,-83,-874
-31,-181,-569
-72,-181,-607
-46,-121,-946
-29,80,-1221
-44,263,-1385
-3,404,-1385
83,119,-1300
50,-97,-913
-17,-183,-591
-68,-169,-573
-19,-126,-907
-7,37,-1196
-23,242,-1358
-5,378,-1395
72,136,-1311
64,-46,-958
-1,-185,-605
-40,-193,-569
-9,-128,-870
-5,-9,-1165
-15,234,-1341
-11,390,-1387
85,179,-1327
72,-56,-995
15,-169,-644
-27,-179,-556
-13,-163,-835
-3,-9,-1151
-11,193,-1341
3,392,-1405
85,214,-1339
91,-15,-1042
21,-169,-677
-27,-193,-546
-37,-150,-774
3,-68,-1128
0,214,-1307
-3,349,-1401
72,259,-1364
111,-15,-1089
25,-119,-694
-27,-193,-568
-48,-154,-761
-17,-87,-1087
-17,179,-1309
-27,351,-1405
68,284,-1372
101,5,-1147
40,-121,-741
-39,-204,-552
-66,-152,-712
-15,-107,-1059
0,162,-1290
-7,320,-1411
68,341,-1383
101,21,-1182
58,-101,-788
-46,-175,-554
-9,-165,-675
11,-105,-1050
119,80,-1284
91,370,-1426
284,361,-1405
390,11,-1225
417,-122,-790
365,-247,-538
372,-126,-665
357,-171,-1007
429,21,-1253
404,347,-1450
505,417,-1448
536,17,-1290
503,-158,-825
392,-130,-542
351,-148,-587
306,-148,-907
396,-64,-1206
324,314,-1436
372,400,-1423
406,85,-1268
417,-165,-833
300,-132,-568
269,-107,-566
216,-167,-923
251,-68,-1202
230,242,-1426
263,474,-1442
341,111,-1292
300,-126,-913
230,-160,-587
128,-103,-536
85,-152,-829
124,-56,-1188
136,238,-1456
154,435,-1464
228,193,-1350
220,-130,-964
169,-134,-597
68,-146,-515
37,-154,-786
56,-109,-1143
15,173,-1387
35,466,-1405
95,136,-1311
115,3,-993
85,-134,-669
-1,-148,-579
-15,-197,-792
42,-201,-1118
-19,74,-1307
-60,335,-1311
3,251,-1264
48,128,-1104
46,68,-841
-27,-54,-694
-5,-126,-854
58,-290,-1095
-46,-111,-1206
-58,162,-1188
11,204,-1233
62,103,-1118
31,150,-925
3,105,-817
27,7,-862
107,-193,-1048
1,-101,-1126
-17,50,-1106
-13,201,-1159
152,46,-1200
58,93,-1032
54,9,-899
44,31,-860
78,-138,-995
27,-58,-1022
-7,62,-1073
0,201,-1110
101,121,-1241
52,179,-1110
15,44,-936
35,-35,-858
126,-183,-976
29,-138,-958
-35,-35,-1050
1,197,-1128
99,126,-1290
68,238,-1204
48,175,-983
105,56,-880
97,-148,-923
17,-210,-905
-54,-81,-989
-29,109,-1155
50,72,-1313
46,109,-1270
7,132,-1046
40,81,-833
46,-105,-874
-29,-130,-876
-95,-56,-929
-62,162,-1149
-9,171,-1307
-21,50,-1274
27,83,-1085
-3,23,-823
46,-130,-847
-60,-222,-847
-42,-107,-925
-97,160,-1118
15,257,-1352
-15,185,-1247
37,146,-1100
33,39,-894
50,-103,-819
-9,-312,-827
13,-179,-933
-130,7,-1056
-9,203,-1276
11,265,-1262
54,230,-1169
101,195,-964
33,-35,-841
44,-290,-819
3,-218,-882
-62,-11,-981
-56,80,-1212
0,269,-1272
15,160,-1212
70,224,-1020
58,-9,-897
70,-224,-845
-64,-247,-802
-91,15,-936
-7,95,-1184
50,228,-1350
40,232,-1249
54,171,-1081
-3,40,-894
113,-226,-813
50,-261,-829
-148,-44,-903
-87,95,-1155
-3,242,-1333
70,357,-1331
78,169,-1100
99,58,-921
74,-199,-817
19,-271,-757
-54,-138,-931
-3,35,-1128
46,169,-1325
37,298,-1374
66,238,-1124
101,189,-954
37,-126,-757
5,-290,-747
-122,-113,-884
-64,-85,-1081
-48,183,-1333
33,251,-1423
-17,130,-1110
121,214,-950
107,-56,-913
-48,-228,-700
-183,-150,-802
-17,76,-1136
-37,130,-1315
-99,206,-1346
17,222,-1253
27,80,-933
17,-97,-817
1,-312,-722
-74,-191,-827
-179,80,-1003
-93,185,-1280
66,212,-1436
