x,y,z,
-80,208,-808,
-42,130,-856,
0,-62,-813,
-60,-162,-571,
-62,7,-421,
13,165,-575,
35,-19,-798,
-76,-39,-892,
-54,206,-825,
56,154,-849,
156,-60,-776,
35,-187,-605,
-46,11,-441,
11,128,-583,
136,-31,-856,
25,-54,-977,
0,185,-849,
-13,290,-786,
109,60,-802,
-7,-68,-640,
9,-171,-552,
-46,19,-644,
21,25,-804,
-64,-146,-843,
-78,238,-796,
-25,294,-851,
85,0,-858,
7,-48,-724,
-91,-9,-445,
-25,115,-513,
5,-21,-698,
-72,-3,-866,
-46,140,-876,
-37,238,-771,
58,-76,-794,
-17,-197,-681,
-66,-70,-435,
-17,203,-534,
11,91,-786,
-31,-154,-874,
-64,29,-854,
0,251,-845,
78,169,-882,
33,-52,-726,
-60,-255,-507,
-7,9,-569,
-29,150,-739,
-37,44,-890,
-48,21,-952,
-56,255,-856,
9,107,-849,
0,19,-710,
-97,-169,-546,
-31,-37,-509,
-46,40,-704,
40,-39,-946,
-83,-13,-819,
-1,230,-757,
19,197,-831,
101,-11,-745,
-60,-187,-532,
-54,5,-546,
-19,101,-679,
27,-27,-767,
-80,-19,-812,
-50,152,-771,
78,156,-905,
76,11,-798,
0,-54,-609,
-46,-44,-495,
72,-44,-702,
13,132,-853,
-52,42,-870,
-29,140,-870,
40,232,-890,
50,48,-823,
-78,-99,-640,
-70,-81,-448,
-1,-74,-628,
-11,-3,-796,
-56,-42,-856,
-97,167,-835,
54,195,-835,
95,1,-819,
17,-52,-655,
-31,31,-441,
-7,-3,-527,
87,-19,-782,
-48,-70,-890,
-11,124,-821,
-29,255,-782,
136,-72,-854,
-13,-76,-677,
-72,60,-458,
-21,95,-542,
25,15,-829,
-78,3,-940,
-44,140,-819,
13,107,-907,
97,-50,-870,
3,-101,-706,
-80,-15,-515,
-23,148,-632,
-9,-31,-771,
-72,-72,-878,
-81,261,-825,
27,230,-854,
23,39,-856,
-33,-165,-681,
-9,-62,-486,
-62,140,-569,
83,-7,-833,
-19,-111,-810,
-25,119,-856,
-27,245,-819,
187,40,-866,
-33,-95,-661,
-44,-1,-503,
-17,128,-507,
111,81,-751,
-91,-3,-817,
-29,-99,-856,
-37,255,-845,
126,-107,-821,
3,-89,-724,
-17,72,-497,
-15,162,-577,
87,138,-755,
-15,-93,-935,
3,95,-886,
-74,376,-843,
162,-54,-888,
7,-220,-679,
-60,-169,-546,
-62,181,-564,
29,89,-782,
-19,-162,-966,
-44,152,-929,
-62,361,-804,
83,150,-872,
-35,-189,-728,
-29,-165,-527,
-66,27,-528,
78,93,-753,
29,-35,-890,
-50,27,-905,
-40,255,-767,
81,87,-856,
7,-13,-712,
-66,-89,-466,
-40,60,-466,
40,44,-833,
-23,-91,-948,
-35,70,-835,
-27,185,-817,
76,74,-819,
19,-109,-749,
-46,-126,-525,
-83,117,-470,
89,105,-796,
60,-142,-927,
-46,25,-757,
-11,228,-792,
150,277,-940,
3,-185,-769,
-72,-72,-521,
-62,173,-579,
74,44,-716,
35,-101,-843,
-11,-81,-931,
-46,165,-833,
-15,201,-911,
19,62,-837,
-50,-154,-722,
-80,-15,-603,
-35,230,-794,
-17,-81,-974,
-89,-187,-1036,
-64,136,-974,
-9,154,-1073,
83,-56,-1061,
-15,-64,-987,
46,128,-870,
3,275,-1024,
25,40,-1208,
-44,-58,-1245,
-95,150,-1249,
0,238,-1259,
60,-142,-1262,
-25,-226,-1173,
-39,-17,-931,
-37,226,-1165,
62,17,-1360,
-52,-130,-1339,
-21,128,-1243,
11,390,-1294,
128,-31,-1305,
11,-81,-1147,
-101,-3,-960,
7,1,-1081,
-27,-85,-1108,
-33,-179,-1190,
-70,64,-1130,
35,320,-1138,
99,72,-1235,
70,-101,-1124,
-46,109,-899,
21,214,-931,
60,-50,-1056,
-62,-117,-1143,
-56,89,-1056,
-50,310,-1056,
33,-7,-1186,
-21,-204,-1038,
-39,-50,-849,
-56,206,-812,
56,162,-931,
5,-19,-1104,
3,156,-1050,
-21,333,-1081,
109,76,-1198,
17,-109,-1015,
-44,-68,-659,
0,44,-636,
66,-39,-858,
-5,-150,-999,
-39,0,-1034,
7,300,-1059,
107,160,-1075,
21,-89,-903,
-19,83,-626,
-58,175,-568,
17,25,-890,
-50,-156,-1034,
-39,-181,-1067,
-42,21,-1022,
81,66,-966,
15,15,-894,
17,-126,-714,
-15,191,-712,
23,181,-966,
-7,64,-1124,
-52,-87,-1052,
-72,238,-1057,
64,107,-1052,
5,-296,-1015,
-93,-244,-778,
-56,64,-808,
-19,150,-1071,
13,-85,-1177,
-89,195,-1157,
-19,333,-1073,
83,162,-1179,
0,-97,-1108,
31,-277,-895,
-64,40,-851,
27,70,-1034,
13,-148,-1186,
-40,-107,-1239,
9,203,-1139,
70,242,-1182,
87,-66,-1208,
-40,-11,-985,
-50,230,-895,
54,54,-1022,
13,-121,-1259,
-25,-40,-1305,
-54,105,-1218,
85,68,-1305,
-15,-91,-1259,
-13,-195,-1026,
-56,64,-1005,
-21,351,-1151,
97,-91,-1378,
-40,-5,-1419,
-21,269,-1385,
-15,230,-1360,
85,-15,-1282,
-11,-206,-1169,
-68,-46,-1015,
-19,19,-1167,
-7,-52,-1376,
-54,23,-1364,
-72,259,-1350,
11,421,-1360,
156,-42,-1341,
0,-138,-1167,
-5,66,-1020,
-7,150,-1098,
74,-50,-1317,
-81,-121,-1303,
-33,60,-1235,
-95,288,-1227,
66,48,-1264,
3,-171,-1102,
-81,19,-1030,
-72,228,-1026,
107,-7,-1239,
3,-72,-1301,
-83,113,-1257,
68,212,-1305,
115,35,-1342,
66,-179,-1218,
-23,-37,-977,
21,64,-1038,
70,60,-1198,
23,-83,-1341,
-29,199,-1294,
19,320,-1280,
121,37,-1411,
21,-154,-1249,
-35,-130,-993,
-95,138,-979,
62,-33,-1233,
-56,-87,-1333,
-87,162,-1354,
-50,273,-1294,
80,80,-1358,
-64,-138,-1227,
-74,15,-901,
-11,150,-917,
101,-31,-1243,
-17,-105,-1397,
11,-60,-1327,
13,255,-1278,
173,-37,-1311,
66,-42,-1202,
-44,-7,-923,
9,44,-940,
-9,81,-1243,
13,-197,-1440,
-72,31,-1305,
-3,183,-1307,
1,206,-1341,
21,-99,-1180,
-95,-107,-999,
-58,169,-1124,
66,-39,-1315,
-19,-103,-1419,
-48,54,-1467,
-35,376,-1356,
76,156,-1311,
64,-185,-1309,
-19,-78,-1118,
-39,46,-1016,
25,5,-1323,
11,-37,-1518,
-87,-17,-1378,
-35,325,-1270,
-1,134,-1337,
85,-121,-1227,
-66,-95,-1126,
-91,290,-1059,
-3,81,-1294,
5,-138,-1395,
-132,-25,-1395,
-46,185,-1202,
54,85,-1262,
33,15,-1274,
29,-70,-1165,
-23,232,-1087,
68,-35,-1321,
101,-169,-1424,
-5,-33,-1327,
40,242,-1262,
27,286,-1337,
81,70,-1321,
-50,-240,-1186,
-33,66,-1130,
-46,-7,-1294,
35,-156,-1395,
-101,-81,-1366,
-83,208,-1305,
-17,316,-1329,
107,39,-1366,
-17,-64,-1319,
-15,85,-1132,
-13,70,-1188,
97,-117,-1376,
-56,-80,-1407,
-21,226,-1262,
11,204,-1434,
122,-64,-1393,
-62,-148,-1200,
-35,105,-1034,
-31,111,-1138,
80,-64,-1311,
-111,-162,-1380,
-25,191,-1329,
-37,226,-1366,
144,-121,-1409,
-74,-40,-1253,
-33,197,-1063,
-80,206,-1071,
25,-119,-1278,
-107,-48,-1348,
-31,19,-1348,
-31,177,-1333,
111,-29,-1448,
70,-201,-1251,
-3,165,-1061,
58,212,-1169,
89,17,-1362,
-37,-35,-1348,
9,99,-1374,
-11,281,-1385,
132,-97,-1430,
-50,-191,-1255,
-33,-27,-1075,
-93,115,-1118,
62,-115,-1333,
-85,-40,-1432,
-56,267,-1380,
-21,214,-1383,
113,76,-1428,
-5,-206,-1301,
1,-19,-1143,
-13,171,-1098,
109,-113,-1352,
-35,-39,-1360,
-56,70,-1321,
13,257,-1421,
85,68,-1389,
-11,-134,-1247,
-78,128,-1110,
-29,29,-1091,
27,-76,-1270,
-52,-95,-1436,
-35,117,-1387,
-21,325,-1440,
66,89,-1421,
-15,-265,-1303,
-17,7,-1175,
-44,191,-1028,
72,23,-1239,
-7,-167,-1477,
-13,54,-1419,
-21,327,-1354,
74,177,-1481,
13,-140,-1309,
1,-115,-1050,
-68,165,-1042,
11,60,-1270,
-17,-121,-1370,
-21,-91,-1403,
-48,312,-1442,
66,156,-1460,
56,3,-1260,
-60,-9,-1083,
-78,156,-1038,
31,-68,-1182,
-33,-99,-1415,
-66,-23,-1440,
-29,167,-1391,
80,103,-1409,
39,-27,-1382,
21,-66,-1190,
-48,290,-1112,
68,39,-1229,
-1,-126,-1419,
-37,21,-1423,
-56,277,-1376,
0,177,-1421,
23,-247,-1389,
-68,-206,-1194,
-44,146,-1028,
-66,126,-1235,
64,-54,-1462,
-109,-19,-1436,
-15,249,-1389,
0,244,-1397,
33,-39,-1344,
7,-199,-1200,
-56,-54,-1044,
-5,122,-1194,
83,-169,-1423,
-19,-3,-1434,
-23,226,-1346,
60,130,-1362,
48,35,-1383,
29,-44,-1223,
-42,142,-1110,
-11,163,-1198,
-1,-113,-1370,
-37,-99,-1399,
-85,177,-1376,
39,179,-1395,
56,-177,-1364,
-27,-83,-1188,
-33,80,-1081,
0,177,-1153,
37,-37,-1385,
29,-56,-1512,
-44,238,-1378,
13,312,-1337,
93,-42,-1391,
-7,-244,-1247,
-52,-13,-1138,
-25,37,-1163,
3,-29,-1307,
-40,-42,-1454,
-95,228,-1389,
21,242,-1395,
50,60,-1452,
21,-140,-1311,
-68,1,-1075,
-33,132,-1122,
60,-85,-1331,
-11,-128,-1444,
-33,11,-1421,
0,242,-1405,
78,40,-1385,
17,-115,-1315,
-46,56,-1071,
-9,226,-1081,
46,-19,-1317,
-15,-66,-1473,
-48,122,-1430,
-33,228,-1321,
0,44,-1395,
0,-89,-1262,
-78,-1,-1098,
-44,138,-1073,
-46,-13,-1303,
17,-107,-1399,
-78,128,-1426,
13,288,-1399,
70,83,-1407,
15,-48,-1325,
0,-97,-1134,
-46,121,-1104,
99,-64,-1274,
7,-85,-1475,
-1,13,-1393,
-1,245,-1413,
29,124,-1374,
31,-81,-1350,
-33,-39,-1196,
-25,85,-1095,
-19,19,-1249,
-3,-87,-1401,
-40,29,-1452,
-31,175,-1383,
13,66,-1483,
40,-80,-1356,
-9,-150,-1202,
-76,179,-1061,
5,132,-1179,
0,-54,-1366,
-40,5,-1471,
-87,212,-1378,
68,95,-1423,
-29,-91,-1366,
46,-128,-1177,
-68,138,-1063,
19,37,-1159,
-7,-68,-1403,
-27,54,-1452,
-44,236,-1362,
9,162,-1426,
97,-89,-1385,
-27,-81,-1202,
-39,158,-1075,
-15,78,-1192,
48,-97,-1337,
-64,-31,-1448,
0,152,-1430,
-13,181,-1407,
119,-68,-1399,
-39,-78,-1247,
0,95,-1052,
-52,126,-1171,
74,-66,-1417,
-52,-39,-1458,
-48,201,-1407,
0,130,-1344,
25,9,-1405,
-9,-136,-1237,
-50,-15,-1097,
-70,87,-1161,
33,-29,-1372,
-44,-40,-1428,
-42,214,-1436,
0,259,-1403,
138,17,-1385,
-21,-138,-1257,
-29,33,-1071,
-56,89,-1095,
99,-70,-1364,
-50,-130,-1473,
-23,126,-1397,
-56,294,-1370,
113,31,-1342,
-37,-121,-1274,
-23,52,-1089,
-64,119,-1102,
46,11,-1315,
-46,-76,-1493,
-33,66,-1356,
-37,163,-1391,
80,25,-1409,
-31,-134,-1298,
-19,3,-1122,
-64,148,-1139,
91,40,-1301,
-31,-68,-1503,
17,95,-1413,
-42,226,-1385,
124,60,-1407,
13,-122,-1300,
-7,-40,-1069,
-74,107,-1112,
105,-13,-1315,
-35,-68,-1464,
-31,15,-1411,
-42,273,-1331,
54,121,-1372,
3,-122,-1358,
-27,-74,-1145,
-64,142,-1122,
68,33,-1309,
-29,-66,-1413,
-27,5,-1407,
-39,222,-1354,
81,138,-1358,
37,-62,-1350,
-50,-83,-1134,
-52,87,-1067,
35,81,-1266,
-1,-56,-1442,
-44,31,-1419,
-64,201,-1358,
48,134,-1387,
0,-76,-1346,
-15,-89,-1192,
-52,91,-1116,
33,85,-1276,
-13,-68,-1464,
-19,33,-1405,
-64,247,-1368,
58,204,-1382,
27,-83,-1337,
11,-130,-1192,
-62,72,-1044,
58,95,-1151,
39,-85,-1368,
7,-74,-1370,
-35,220,-1286,
83,183,-1335,
68,-66,-1288,
-9,-169,-1114,
-70,70,-997,
-15,199,-1110,
257,-44,-1315,
40,-81,-1464,
421,201,-1136,
380,288,-1399,
815,11,-1153,
661,-261,-1050,
718,-40,-1054,
1032,224,-1036,
960,-7,-1348,
1034,-185,-1405,
931,156,-1348,
1198,339,-1286,
1085,201,-1253,
1153,-421,-1054,
1022,-19,-872,
1093,259,-938,
1056,117,-1216,
1067,-341,-1280,
1016,0,-1192,
1030,439,-1149,
1001,267,-1108,
952,-345,-997,
929,-130,-839,
813,361,-970,
895,228,-1175,
817,-359,-1296,
862,-89,-1151,
765,427,-1124,
874,230,-1118,
780,-355,-1050,
786,-206,-903,
757,322,-925,
806,351,-1192,
808,-281,-1284,
782,-95,-1276,
888,470,-1200,
968,277,-1225,
1022,-208,-1171,
1030,-320,-1026,
1050,296,-958,
1171,312,-1128,
1114,-220,-1272,
1182,-216,-1216,
1167,378,-1128,
1180,337,-1251,
1233,-242,-1128,
1124,-308,-1034,
1155,281,-856,
1153,277,-1003,
1161,-218,-1180,
1173,-175,-1141,
1130,497,-1118,
1173,382,-1184,
1266,-322,-1122,
1177,-316,-899,
1067,331,-771,
1046,372,-917,
1038,-290,-1200,
1093,-304,-1198,
995,411,-1126,
1106,644,-1198,
1161,-365,-1151,
1095,-433,-970,
989,417,-774,
1124,394,-856,
1122,-216,-1259,
1087,-392,-1182,
999,411,-1118,
1163,501,-1214,
1221,-212,-1296,
1138,-470,-1007,
1026,441,-708,
1100,429,-950,
1182,-203,-1126,
1132,-337,-1266,
1075,218,-1167,
962,599,-1286,
1149,-204,-1255,
946,-452,-964,
757,324,-694,
726,310,-825,
823,-247,-1108,
837,-337,-1218,
550,292,-1198,
728,648,-1241,
716,-224,-1221,
595,-417,-948,
462,187,-579,
628,359,-759,
488,-169,-1167,
265,-204,-1397,
99,91,-1253,
224,478,-1268,
183,-91,-1212,
-46,-89,-921,
-80,-19,-546,
-162,163,-804,
-54,-33,-1167,
-286,19,-1241,
-288,154,-1280,
-124,220,-1182,
-44,-89,-1145,
-95,-230,-913,
-349,214,-696,
-23,85,-839,
-48,-85,-1249,
-425,-146,-1329,
-220,308,-1175,
-653,19,-1157,
-607,44,-1124,
-173,-232,-886,
-1311,210,-829,
-1087,107,-759,
-733,-181,-1247,
-913,58,-1139,
-1339,-181,-999,
-1520,236,-1233,
-868,169,-905,
-1547,134,-856,
-1403,-185,-968,
-1282,-115,-942,
-1100,351,-1102,
-1358,-138,-1272,
-1358,111,-1102,
-1054,70,-1007,
-985,136,-1194,
-827,-68,-981,
-903,-119,-874,
-718,-204,-925,
-798,204,-1274,
-640,-81,-1190,
-812,160,-1081,
-548,37,-1124,
-595,290,-1266,
-618,-33,-1022,
-769,-199,-884,
-657,33,-987,
-638,126,-1087,
-776,-9,-1063,
-778,-126,-1007,
-726,-40,-1102,
-667,325,-1093,
-780,40,-995,
-892,-89,-823,
-882,-175,-870,
-925,363,-948,
-981,52,-1063,
-1120,-232,-1052,
-1108,-140,-1128,
-1194,390,-1165,
-1210,-1,-1028,
-1339,-111,-862,
-1303,-222,-841,
-1423,413,-954,
-1311,-68,-1044,
-1477,5,-1163,
-1190,-97,-1138,
-1368,445,-1335,
-1179,48,-1116,
-1272,-273,-987,
-1112,-68,-851,
-1057,185,-1009,
-1059,175,-1042,
-995,-288,-1204,
-1005,-13,-1245,
-868,347,-1231,
-946,101,-1153,
-897,-163,-858,
-968,-302,-806,
-946,308,-872,
-964,111,-1011,
-919,-66,-1136,
-854,-95,-1200,
-868,275,-1190,
-817,-13,-1026,
-856,-189,-849,
-813,-113,-757,
-849,308,-905,
-771,95,-1054,
-810,-72,-1130,
-751,-40,-1210,
-655,396,-1186,
-655,93,-1054,
-593,-191,-841,
-673,-167,-780,
-542,185,-874,
-593,91,-1024,
-431,-146,-1182,
-499,-3,-1251,
-384,370,-1192,
-343,105,-1057,
-290,-46,-931,
-300,-152,-794,
-312,201,-882,
-167,37,-1073,
-115,-181,-1245,
-175,-23,-1227,
-89,220,-1120,
-87,148,-1106,
-29,-128,-921,
-183,-150,-786,
-99,232,-837,
-60,11,-1108,
-40,-81,-1179,
-134,29,-1163,
-23,197,-1136,
-17,78,-1048,
11,-144,-960,
-132,-74,-745,
-107,146,-790,
-76,-21,-1083,
-72,-46,-1239,
-179,80,-1143,
-146,244,-1138,
-83,44,-1095,
-111,-89,-960,
-234,3,-796,
-199,152,-796,
-121,-50,-1071,
-173,-113,-1237,
-298,62,-1112,
-197,267,-1061,
-89,46,-1120,
-179,-66,-989,
-271,-29,-808,
-267,150,-800,
-122,-9,-1038,
-134,-52,-1223,
-238,74,-1143,
-148,208,-1098,
-56,39,-1100,
-89,-93,-1007,
-115,-54,-780,
-191,126,-788,
15,5,-1059,
-76,-76,-1190,
-91,97,-1139,
-68,206,-1044,
46,99,-1089,
-9,-70,-1009,
-111,-27,-837,
-78,25,-780,
-29,-19,-1057,
-64,-35,-1171,
-85,29,-1106,
-99,206,-1054,
42,76,-1118,
-42,-21,-1028,
-60,-19,-813,
-93,-3,-798,
33,66,-1013,
-3,-81,-1210,
-37,68,-1128,
-56,167,-1067,
50,115,-1116,
3,-87,-1061,
11,-39,-823,
-56,95,-813,
119,25,-1024,
50,-58,-1114,
68,58,-1141,
37,230,-1028,
230,103,-1089,
156,-46,-1071,
130,-46,-839,
7,31,-804,
187,-21,-993,
101,-44,-1141,
60,78,-1114,
-11,148,-1091,
132,113,-1122,
103,-25,-1061,
-15,-29,-847,
-50,13,-759,
9,7,-940,
-21,-70,-1134,
-80,31,-1106,
-83,146,-1104,
-46,169,-1112,
-23,-40,-1081,
-68,-39,-913,
-122,35,-800,
-35,56,-952,
-5,-31,-1122,
-76,3,-1145,
-72,142,-1071,
-13,156,-1134,
-1,-37,-1087,
-44,-62,-929,
-160,3,-790,
-33,50,-919,
-66,-70,-1085,
-91,62,-1134,
-113,154,-1089,
-42,146,-1104,
-7,-19,-1077,
-64,-44,-911,
-95,9,-771,
-64,40,-913,
-39,-23,-1075,
-76,1,-1139,
-109,80,-1095,
-64,187,-1063,
15,-3,-1110,
-60,-7,-979,
-76,-39,-821,
-70,85,-892,
0,-46,-1061,
-78,-13,-1120,
-87,140,-1100,
-35,130,-1097,
52,0,-1134,
-23,-33,-987,
-81,-3,-794,
-25,60,-843,
76,-40,-1073,
-21,-23,-1151,
-56,140,-1083,
44,148,-1108,
93,42,-1122,
39,-39,-1001,
-56,-25,-847,
-11,17,-856,
25,-35,-1013,
-29,5,-1112,
-39,85,-1085,
-9,162,-1083,
109,35,-1134,
25,-42,-991,
-19,-25,-827,
-23,31,-829,
64,-23,-1009,
0,-23,-1145,
-37,74,-1122,
-3,177,-1071,
121,39,-1149,
19,-52,-1028,
-11,-29,-833,
-48,80,-813,
80,-31,-1016,
-23,-23,-1097,
-33,89,-1116,
7,175,-1071,
93,46,-1122,
11,-37,-1048,
-27,-25,-854,
-37,31,-819,
25,-21,-1005,
0,-11,-1102,
-48,54,-1087,
-39,208,-1118,
44,76,-1114,
9,-35,-1040,
-50,-27,-849,
-50,25,-802,
0,-1,-972,
-7,-31,-1136,
-39,23,-1093,
-46,191,-1054,
37,115,-1139,
21,-37,-1061,
-9,-44,-882,
-54,64,-819,
9,-13,-958,
-11,-25,-1089,
-48,44,-1108,
-56,181,-1063,
48,81,-1147,
17,-31,-1081,
-13,-52,-876,
-68,54,-796,
31,-17,-940,
11,-42,-1102,
-33,37,-1120,
-48,183,-1093,
40,113,-1106,
62,-19,-1083,
-7,-33,-899,
-33,9,-823,
-3,31,-919,
33,-44,-1077,
-39,23,-1075,
-46,148,-1106,
31,136,-1098,
76,-17,-1095,
-11,-40,-958,
-39,44,-821,
-15,19,-905,
42,-48,-1075,
-42,0,-1110,
-46,162,-1093,
23,171,-1108,
89,-33,-1097,
-7,-66,-948,
-60,17,-786,
-11,39,-880,
62,-40,-1085,
-60,0,-1124,
-54,134,-1054,
0,136,-1112,
60,17,-1095,
-17,-52,-970,
-62,3,-827,
-42,7,-888,
29,-48,-1042,
-70,5,-1120,
-50,152,-1075,
-15,144,-1097,
60,50,-1143,
-33,-89,-1003,
-56,3,-788,
-64,52,-874,
50,-42,-1032,
-56,-48,-1128,
-56,101,-1093,
-35,171,-1069,
70,27,-1126,
-25,-52,-1020,
-62,0,-796,
-48,46,-851,
60,-46,-1042,
-76,-5,-1108,
-39,103,-1065,
-54,150,-1122,
121,72,-1122,
-15,-76,-1038,
-3,3,-854,
-58,31,-808,
78,-29,-993,
-48,-39,-1120,
-39,107,-1042,
-39,158,-1124,
101,62,-1147,
13,-46,-1018,
-29,-29,-808,
-58,64,-802,
64,-29,-1005,
-54,-19,-1153,
-25,46,-1059,
-52,177,-1056,
83,95,-1157,
-5,-35,-1063,
11,-52,-854,
-87,60,-812,
87,-21,-979,
-62,-44,-1073,
-7,80,-1112,
-66,173,-1069,
105,117,-1143,
-9,-64,-1063,
9,-19,-866,
-76,44,-763,
66,23,-987,
-42,-39,-1108,
-33,50,-1089,
-56,160,-1093,
58,134,-1122,
31,-29,-1087,
-7,-33,-890,
-64,5,-798,
21,25,-964,
1,-39,-1093,
-25,60,-1071,
-40,156,-1075,
42,128,-1134,
39,-44,-1102,
13,-33,-936,
-56,7,-792,
25,66,-901,
-5,-74,-1097,
-31,19,-1106,
-64,206,-1057,
48,146,-1198,
42,-62,-1106,
-15,-46,-878,
-78,70,-784,
19,9,-927,
-11,-46,-1089,
-44,11,-1136,
-78,163,-1067,
58,103,-1095,
35,-9,-1104,
13,-31,-954,
-42,-5,-813,
-27,37,-899,
29,-44,-1036,
-44,-11,-1091,
-66,154,-1091,
29,142,-1114,
72,7,-1145,
-3,-44,-956,
-56,-13,-784,
-25,60,-872,
42,-44,-1087,
-42,-1,-1112,
-66,130,-1095,
11,146,-1110,
78,-5,-1114,
11,-33,-964,
-66,-1,-813,
13,25,-868,
23,-39,-1057,
-13,-5,-1100,
-17,109,-1085,
58,177,-1126,
191,-25,-1116,
134,-33,-991,
121,13,-839,
187,7,-841,
277,-46,-1028,
245,9,-1139,
296,167,-1091,
349,122,-1106,
468,-3,-1169,
462,-56,-995,
407,103,-808,
474,0,-862,
583,-62,-1026,
593,-9,-1139,
538,195,-1081,
616,201,-1024,
732,-54,-1089,
706,-37,-1046,
620,85,-810,
614,80,-845,
714,-115,-1007,
630,-19,-1114,
597,263,-1052,
591,183,-1038,
687,-83,-1124,
636,-39,-1050,
493,144,-808,
478,42,-772,
511,-128,-1011,
462,-64,-1139,
341,261,-1018,
341,191,-1030,
415,-48,-1143,
283,-50,-1061,
212,85,-862,
124,56,-798,
251,-134,-1007,
89,-9,-1155,
58,187,-1046,
9,146,-1032,
101,35,-1171,
76,-33,-1091,
-58,23,-882,
-42,5,-839,
-9,-56,-960,
31,-35,-1124,
-70,142,-1083,
-33,146,-1028,
35,25,-1190,
50,11,-1128,
-5,-44,-866,
-74,33,-812,
101,-54,-956,
50,19,-1073,
29,44,-1106,
-1,191,-1048,
156,50,-1138,
111,15,-1122,
119,-5,-919,
31,-9,-819,
146,3,-954,
128,-25,-1050,
78,15,-1087,
35,187,-1077,
122,80,-1126,
193,-3,-1128,
48,-19,-899,
60,3,-755,
33,-1,-884,
148,-37,-1075,
1,29,-1104,
-27,119,-1067,
37,171,-1098,
142,-21,-1116,
23,-23,-946,
-21,-15,-815,
11,37,-894,
111,-60,-1059,
-25,39,-1106,
-21,119,-1069,
50,150,-1153,
134,11,-1126,
64,-70,-970,
-23,-5,-810,
27,27,-864,
109,-68,-1048,
0,40,-1126,
-23,62,-1079,
40,193,-1114,
136,-35,-1147,
46,7,-989,
-9,-29,-812,
5,109,-888,
87,-126,-1009,
-42,39,-1147,
-15,81,-1065,
-17,238,-1122,
124,-70,-1112,
-29,-33,-1030,
-35,19,-806,
-54,85,-847,
35,-25,-1003,
-54,-99,-1114,
-107,162,-1083,
-29,171,-1097,
33,56,-1147,
3,-70,-1034,
-101,40,-792,
-48,83,-833,
27,-76,-1016,
-50,-39,-1153,
-58,113,-1030,
-39,232,-1114,
105,60,-1143,
-3,-70,-1052,
-19,-23,-843,
-40,130,-829,
72,-48,-991,
-11,-42,-1122,
-37,72,-1048,
-35,197,-1087,
101,81,-1157,
17,-52,-1044,
0,-54,-839,
-60,72,-806,
70,9,-987,
-25,-64,-1128,
-33,80,-1110,
-44,173,-1046,
103,107,-1188,
7,-97,-1056,
3,-40,-866,
-46,64,-813,
44,11,-989,
13,-66,-1065,
7,50,-1104,
-3,167,-1050,
83,105,-1116,
78,-17,-1104,
33,-64,-903,
-62,44,-790,
81,27,-987,
-19,-25,-1063,
-17,50,-1075,
-39,134,-1093,
74,134,-1143,
54,-23,-1083,
-9,-39,-901,
-39,27,-796,
11,21,-911,
1,-33,-1110,
-42,9,-1067,
-54,173,-1052,
40,160,-1116,
44,-21,-1108,
11,-72,-899,
-64,0,-823,
9,64,-913,
-23,-3,-1061,
-37,-35,-1091,
-56,119,-1067,
40,150,-1155,
-11,56,-1120,
19,-39,-936,
-78,-5,-798,
-1,13,-921,
-23,-17,-1052,
-23,-5,-1141,
-72,105,-1071,
1,183,-1102,
25,9,-1130,
-5,-58,-970,
-64,-44,-813,
-60,113,-884,
25,-5,-1048,
-58,-35,-1073,
-56,40,-1104,
-21,195,-1081,
74,74,-1126,
-1,-31,-1005,
-66,-85,-833,
-31,81,-847,
62,-11,-1063,
-23,-15,-1095,
-68,62,-1085,
17,183,-1120,
99,64,-1114,
35,-54,-999,
-64,-19,-810,
0,25,-825,
50,17,-1048,
17,-50,-1116,
-64,64,-1056,
15,169,-1085,
107,70,-1151,
15,-29,-1009,
-35,-35,-864,
-15,42,-841,
66,-15,-1007,
-33,-9,-1114,
-50,56,-1069,
-11,150,-1091,
115,74,-1169,
-3,-44,-1011,
-27,-39,-841,
-80,31,-841,
66,-9,-1005,
-68,-21,-1102,
-39,66,-1100,
-62,136,-1061,
80,111,-1138,
-44,-33,-1052,
-50,-35,-872,
-60,29,-808,
-7,-5,-1003,
-35,3,-1116,
-70,-33,-1075,
-68,210,-1083,
33,74,-1104,
-9,64,-1069,
-44,-56,-854,
-39,-44,-843,
-5,33,-954,
1,5,-1098,
1,46,-1087,
-19,119,-1122,
50,74,-1083,
1,-25,-1030,
13,-44,-864,
-72,95,-831,
42,17,-993,
-29,-31,-1151,
-7,58,-1093,
-25,154,-1063,
-15,-13,-864,
-46,50,-888,
33,-25,-1001,
-21,-15,-1056,
1,107,-1120,
-5,171,-1077,
76,54,-1091,
5,-48,-991,
19,-23,-892,
-40,58,-856,
27,-1,-1011,
-9,-33,-1075,
13,68,-1114,
-9,163,-1110,
56,128,-1056,
25,-21,-1022,
50,-58,-936,
-42,27,-872,
-17,60,-954,
13,0,-1132,
-23,1,-1104,
-31,113,-1089,
0,152,-1030,
56,-78,-1038,
-29,-54,-933,
-66,3,-872,
-35,95,-952,
9,-25,-1087,
-66,105,-1106,
-42,111,-1059,
-17,119,-1069,
9,-19,-1042,
-19,-42,-954,
-91,-40,-866,
-37,66,-958,
-15,37,-1093,
-17,21,-1130,
-48,35,-1069,
33,150,-1032,
21,91,-1056,
19,-85,-989,
-44,-91,-892,
-21,95,-915,
27,66,-1048,
-17,-13,-1112,
-62,35,-1075,
